Split,Ruta,Resolución,Corrupta
Training,data/raw/Training\notumor\Tr-no_0528.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0529.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0530.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_0531.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0532.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0533.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0535.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0542.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0543.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0544.jpg,"(275, 183)",False
Training,data/raw/Training\notumor\Tr-no_0545.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0546.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\Tr-no_0548.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_0549.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0550.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0551.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0552.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_0555.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_0556.jpg,"(275, 183)",False
Training,data/raw/Training\notumor\Tr-no_0557.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0560.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0563.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0565.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0567.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0571.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_0574.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0576.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\Tr-no_0584.jpg,"(212, 238)",False
Training,data/raw/Training\notumor\Tr-no_0589.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_0590.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_0592.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_0596.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_0598.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0600.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0601.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\Tr-no_0603.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\Tr-no_0605.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_0609.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0610.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0613.jpg,"(212, 238)",False
Training,data/raw/Training\notumor\Tr-no_0617.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0619.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0624.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0626.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0627.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0628.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0629.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_0630.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_0631.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0632.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0634.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0637.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0638.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0640.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_0642.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0643.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_0648.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0649.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_0651.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0656.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_0657.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0658.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0659.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0660.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0661.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0662.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0663.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0667.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_0668.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0673.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0674.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0675.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0678.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0686.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0687.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0688.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\Tr-no_0690.jpg,"(220, 275)",False
Training,data/raw/Training\notumor\Tr-no_0693.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0694.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_0695.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0696.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_0698.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_0699.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\Tr-no_0700.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0701.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0702.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_0703.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_0709.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0711.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0713.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0714.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0715.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\Tr-no_0717.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_0718.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\Tr-no_0719.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0720.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0721.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0722.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0723.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0726.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0729.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_0730.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0731.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0734.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0738.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\Tr-no_0741.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\Tr-no_0742.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0745.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_0749.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0753.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0754.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0762.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0763.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0764.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0766.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0767.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0769.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0772.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0773.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0774.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0777.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0778.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0779.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0780.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_0781.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0786.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0788.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0791.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0794.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0798.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0803.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_0811.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0813.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0815.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0817.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0819.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0820.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0822.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0823.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0824.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0825.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0826.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_0827.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_0829.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0833.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0835.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0837.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0840.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_0841.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0842.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_0847.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0852.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0860.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0861.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0869.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0870.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0871.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\Tr-no_0873.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_0874.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_0875.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\Tr-no_0876.jpg,"(208, 248)",False
Training,data/raw/Training\notumor\Tr-no_0877.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0878.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0879.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0880.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0881.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0882.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_0883.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0884.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_0885.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0891.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0896.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_0899.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0900.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0901.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0903.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0904.jpg,"(275, 183)",False
Training,data/raw/Training\notumor\Tr-no_0905.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0907.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\Tr-no_0909.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_0910.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0911.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_0912.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\Tr-no_0913.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0915.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0916.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0917.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0918.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_0919.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0922.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_0923.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0925.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0926.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0929.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0934.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_0935.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0937.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0940.jpg,"(208, 248)",False
Training,data/raw/Training\notumor\Tr-no_0943.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0944.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0946.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_0949.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0960.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0965.jpg,"(220, 275)",False
Training,data/raw/Training\notumor\Tr-no_0966.jpg,"(207, 225)",False
Training,data/raw/Training\notumor\Tr-no_0969.jpg,"(218, 234)",False
Training,data/raw/Training\notumor\Tr-no_0972.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_0976.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0983.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0986.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_0988.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_0992.jpg,"(212, 238)",False
Training,data/raw/Training\notumor\Tr-no_0997.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\Tr-no_0998.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_1001.jpg,"(220, 275)",False
Training,data/raw/Training\notumor\Tr-no_1002.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_1006.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1008.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_1013.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1023.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1024.jpg,"(275, 183)",False
Training,data/raw/Training\notumor\Tr-no_1025.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1026.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1028.jpg,"(177, 197)",False
Training,data/raw/Training\notumor\Tr-no_1029.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1030.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1033.jpg,"(259, 194)",False
Training,data/raw/Training\notumor\Tr-no_1038.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\Tr-no_1039.jpg,"(205, 249)",False
Training,data/raw/Training\notumor\Tr-no_1044.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_1045.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_1048.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1049.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1051.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1052.jpg,"(220, 212)",False
Training,data/raw/Training\notumor\Tr-no_1053.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1061.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1062.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_1064.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1065.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1074.jpg,"(212, 238)",False
Training,data/raw/Training\notumor\Tr-no_1075.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_1085.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1092.jpg,"(203, 243)",False
Training,data/raw/Training\notumor\Tr-no_1097.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_1098.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1101.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_1102.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1104.jpg,"(220, 275)",False
Training,data/raw/Training\notumor\Tr-no_1105.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_1107.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_1108.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1110.jpg,"(208, 225)",False
Training,data/raw/Training\notumor\Tr-no_1115.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_1118.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1119.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_1120.jpg,"(208, 248)",False
Training,data/raw/Training\notumor\Tr-no_1121.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1122.jpg,"(205, 214)",False
Training,data/raw/Training\notumor\Tr-no_1123.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1129.jpg,"(212, 222)",False
Training,data/raw/Training\notumor\Tr-no_1136.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_1145.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_1147.jpg,"(236, 218)",False
Training,data/raw/Training\notumor\Tr-no_1148.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\Tr-no_1154.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_1155.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1156.jpg,"(208, 278)",False
Training,data/raw/Training\notumor\Tr-no_1157.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1159.jpg,"(212, 236)",False
Training,data/raw/Training\notumor\Tr-no_1161.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_1166.jpg,"(200, 248)",False
Training,data/raw/Training\notumor\Tr-no_1171.jpg,"(222, 252)",False
Training,data/raw/Training\notumor\Tr-no_1172.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1174.jpg,"(200, 243)",False
Training,data/raw/Training\notumor\Tr-no_1175.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1176.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1181.jpg,"(234, 218)",False
Training,data/raw/Training\notumor\Tr-no_1186.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_1192.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1202.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1203.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_1204.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_1206.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_1207.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1209.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_1211.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1213.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_1217.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_1218.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_1220.jpg,"(275, 183)",False
Training,data/raw/Training\notumor\Tr-no_1221.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1222.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1223.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1224.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1226.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_1227.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_1229.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_1230.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1235.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1238.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_1240.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1241.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1248.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_1251.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1254.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1266.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1268.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_1269.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1271.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_1272.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1274.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1278.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_1280.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1281.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1282.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1283.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_1284.jpg,"(275, 183)",False
Training,data/raw/Training\notumor\Tr-no_1285.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1286.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_1288.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_1289.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_1290.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_1291.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1293.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1299.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1301.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_1302.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_1304.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1305.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1306.jpg,"(212, 238)",False
Training,data/raw/Training\notumor\Tr-no_1307.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1309.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1310.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_1313.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1315.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_1320.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1323.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1332.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_1339.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_1342.jpg,"(177, 197)",False
Training,data/raw/Training\notumor\Tr-no_1344.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_1345.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1347.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1348.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_1351.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_1352.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_1353.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_1354.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\Tr-no_1355.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1356.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_1357.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1358.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_1360.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_1361.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_1364.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_1365.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_1368.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_1376.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_1377.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_1378.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_1379.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_1380.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_1381.jpg,"(177, 197)",False
Training,data/raw/Training\notumor\Tr-no_1382.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_1383.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_1385.jpg,"(236, 213)",False
